comment_id,comment,full_comment,topic,domain
comment_8_886,super patient stylist <SEP> positive,Even though he screamed and cried the entire time the stylist was super patient and gentle !,staff,Beauty & Spas
comment_8_887,super professional and friendly staff <SEP> positive,The staff was super professional and friendly .,staff,Beauty & Spas
comment_8_888,super speedy service <SEP> positive,Plus service was super speedy .,staff,Automotive
comment_8_889,super sweet and attentive waitress <SEP> positive,And our waitress was super sweet and attentive .,staff,Restaurants
comment_8_890,super though staff <SEP> positive,Staff here is super though,staff,Hotels
comment_8_891,superb customer service <SEP> positive,Superb customer service from top to bottom .,staff,Hotels
comment_8_892,superb service <SEP> positive,The service is superb .  ,staff,Automotive
comment_8_892,superb service <SEP> positive,And the service from Dave and Anthony was superb !,staff,Restaurants
comment_8_893,superior service <SEP> positive,Once in awhile a business entity will provide superior service .,staff,Automotive
comment_8_893,superior service <SEP> positive,The service is superior and my hair always looks great after coming here .,staff,Beauty & Spas
comment_8_894,supreme customer service <SEP> positive,Customer service is supreme and we could n't complain .,staff,Hotels
comment_8_895,sweet guy <SEP> positive,Kelly is a sweet guy with great taste .  ,staff,Beauty & Spas
comment_8_896,sweet ladies <SEP> positive,Sweet ladies here !,staff,Beauty & Spas
comment_8_897,sweet owners <SEP> positive,The owners are sweet hearts .,staff,Arts & Entertainment
comment_8_898,sweet staff <SEP> positive,Sweet staff .,staff,Restaurants
comment_8_899,sweetest gentleman <SEP> positive,Danny is the sweetest gentleman that helped me through the whole registration process !,staff,Automotive
comment_8_900,swift service <SEP> positive,Service is swift .,staff,Restaurants
comment_8_901,tad on service <SEP> negative,"Their service can be a tad on the pricy side , but it 's a lot better then going to the DMV and waiting hours to be seen especially if your time is limited .",staff,Automotive
comment_8_902,talented entertainers <SEP> positive,There are so many talented entertainers in this show .,staff,Arts & Entertainment
comment_8_903,talented guy <SEP> positive,"The guy is talented , genuine , and the real deal .",staff,Beauty & Spas
comment_8_904,terrible all around service <SEP> negative,Terrible all around service and food .,staff,Restaurants
comment_8_905,terrible customer service <SEP> negative,From Roaches to terrible customer service .,staff,Hotels
comment_8_906,terrible front desk <SEP> negative,The front desk was terrible .,staff,Hotels
comment_8_907,terrible maintenance department <SEP> negative,Maintenance department is terrible .  ,staff,Automotive
comment_8_908,terrible service <SEP> negative,However the service was terrible .  ,staff,Restaurants
comment_8_908,terrible service <SEP> negative,Also the biggest let down is my fault at the beginning but their terrible service in the end .,staff,Arts & Entertainment
comment_8_908,terrible service <SEP> negative,Service was terrible .,staff,Hotels
comment_8_908,terrible service <SEP> negative,but I do n't think I would even go for a free wash for this terrible service .,staff,Automotive
comment_8_909,terrible service department <SEP> negative,The service department is terrible !,staff,Automotive
comment_8_910,terrible service overall <SEP> negative,"When the driver finally arrived he was very nice , but the service overall was terrible .",staff,Automotive
comment_8_911,terrible terrible job <SEP> negative,TERRIBLE TERRIBLE job !  ,staff,Automotive
comment_8_912,terrible terrible service <SEP> negative,Terrible terrible service ill say .,staff,Restaurants
comment_8_913,terrific adult pool service <SEP> positive,The adult pool service was terrific !,staff,Hotels
comment_8_914,terrific sales reps <SEP> positive,Our sales reps Derick and Arnie were terrific .,staff,Automotive
comment_8_915,terrific service <SEP> positive,Service is terrific and quick .  ,staff,Hotels
comment_8_915,terrific service <SEP> positive,Terrific service .,staff,Beauty & Spas
comment_8_916,timely everything <SEP> positive,First of all everything was timely,staff,Beauty & Spas
comment_8_917,timely work <SEP> positive,They get the work done timely so you are not overcharged .,staff,Automotive
comment_8_918,tiring lines <SEP> negative,"I recommend you going to DMV made easy , If you hate the long and tiring lines at the DMV and let 's not forget , the crazy angry old ladies that are not happy to help you through an already unpleasant process !    ",staff,Automotive
comment_8_919,top - notch service <SEP> positive,The service we received was top - notch .,staff,Restaurants
comment_8_920,top notch service <SEP> positive,: 30 on Sunday and the food and service were top notch !,staff,Restaurants
comment_8_921,top notch staff <SEP> positive,"My wife and I have been there many times over the years and never had bad service , the staff is top notch !",staff,Restaurants
comment_8_922,top notice customer service <SEP> positive,Customer service is top notice .,staff,Restaurants
comment_8_923,top service <SEP> positive,Clean and top service ! ! !,staff,Beauty & Spas
comment_8_924,total customer satisfaction <SEP> positive,"Ironically , their goal is for "" total customer satisfaction "" .  ",staff,Automotive
comment_8_925,trash service <SEP> negative,Th service was trash .,staff,Restaurants
comment_8_926,tremendously friendly people <SEP> positive,The people were tremendously friendly and greeted me right when I arrived .  ,staff,Automotive
comment_8_927,tres profesionnel service <SEP> positive,Service tres profesionnel .,staff,Restaurants
comment_8_928,true master artist <SEP> positive,Jasmine is a true master artist and it shows in her work .  ,staff,Beauty & Spas
comment_8_929,true professional <SEP> positive,She 's friendly and a true professional .,staff,Beauty & Spas
comment_8_930,trustworthy service <SEP> positive,Visit the West Charleston location when looking for trustworthy service .,staff,Automotive
comment_8_931,un - authentic service <SEP> positive,The service is un - authentic for a family - run no - nonsense hole - in - the - wall .,staff,Restaurants
comment_8_932,unaccommodating customer service <SEP> negative,The customer service here is really horrible and unaccommodating .  ,staff,Hotels
comment_8_933,unapologetic staff <SEP> negative,Hotel guest and staff were unapologetic about it .  ,staff,Hotels
comment_8_934,unbelievably employees <SEP> negative,The employees are the unbelievably apathetic .,staff,Arts & Entertainment
comment_8_935,uncalled for service <SEP> positive,"They won me over with their last minute appointment scheduling and in and out service , but it is completely uncalled for to cause somebody to scab up .",staff,Beauty & Spas
comment_8_936,unfailingly polite staff <SEP> negative,"But staff , although unfailingly polite were cold and fairly unhelpful in general .",staff,Hotels
comment_8_937,unfriendly bunch <SEP> negative,And the staff ... some of the most unfriendly bunch I 've dealt with .,staff,Arts & Entertainment
comment_8_938,unfriendly servers <SEP> negative,But the servers are unfriendly and will kick you out asap .  ,staff,Restaurants
comment_8_939,unfriendly staff <SEP> negative,but it 's very hot and the staff is so unfriendly and unhelpful,staff,Arts & Entertainment
comment_8_940,unhappy crew <SEP> negative,The crew members seem unhappy about their job and come off as unfriendly .,staff,Arts & Entertainment
comment_8_941,unhappy patrons <SEP> negative,You need to fix and make this up somehow for your unhappy patrons .,staff,Arts & Entertainment
comment_8_942,unhappy person <SEP> negative,Seemed like she was an unhappy person .,staff,Hotels
comment_8_943,unprofessional action <SEP> negative,"Regardless of his view , this action is unprofessional and I was forced to endure while we toured the city .  ",staff,Hotels
comment_8_944,unprofessional valet crew <SEP> negative,If you stay here do n't bring a car unless you want to wait for the extremely slow and unprofessional valet crew .,staff,Hotels
comment_8_945,unprofessionalism hair cut <SEP> negative,The woman who cut my son 's hair had zero patience with him and his hair cut reflected her overall unprofessionalism .  ,staff,Beauty & Spas
comment_8_946,unreal customer service <SEP> negative,Just unreal customer service .,staff,Automotive
comment_8_947,up to date information <SEP> positive,I was also instructed to sign up for the newsletter on the website as that is the most up to date information .  ,staff,Arts & Entertainment
comment_8_948,upsetting care <SEP> positive,However ... I was very well taken care of when I voiced how upsetting it was to have my car in the shop so often ...,staff,Automotive
comment_8_949,useless staff <SEP> negative,"Helpful if you 're buying , useless staff if you 're just visiting .",staff,Hotels
comment_8_950,user friendly site <SEP> positive,"Booked an early schedule online , so easy and the site is user friendly .",staff,Beauty & Spas
comment_8_951,usually friendly staff <SEP> positive,The staff is usually friendly .,staff,Arts & Entertainment
comment_8_952,very accommodating kids <SEP> positive,"Not only was she very accommodating , but she was patient , efficient , and so attentive to the kids .  ",staff,Arts & Entertainment
comment_8_953,very accommodating owners <SEP> positive,Owners were very sweet and very accommodating ..,staff,Hotels
comment_8_954,very accommodating registration <SEP> positive,Check in was a breezed and registration was very accommodating .,staff,Hotels
comment_8_955,very accommodating server <SEP> positive,Frank was very accommodating as our server .,staff,Restaurants
comment_8_956,very accommodating staff <SEP> positive,Staff was very accommodating and nice .  ,staff,Hotels
comment_8_956,very accommodating staff <SEP> positive,The staff is so friendly and very accommodating .,staff,Restaurants
comment_8_956,very accommodating staff <SEP> positive,The staff was very accommodating and even cave my son some take home gifts for his birthday .,staff,Arts & Entertainment
comment_8_956,very accommodating staff <SEP> positive,The staff is very accommodating and polite .,staff,Beauty & Spas
comment_8_957,very accommodative front <SEP> positive,"Tommy at front desk was very accommodative and helpful ,   the best that "" resort "" has to offer .",staff,Hotels
comment_8_958,very accomodating staff <SEP> positive,All of the staff was very accomodating and made me feel like I was the only the customer in the salon .  ,staff,Beauty & Spas
comment_8_958,very accomodating staff <SEP> positive,The staff was also very accomodating and very professional .,staff,Arts & Entertainment
comment_8_959,very approachable chris <SEP> positive,Chris was very approachable & professional .  ,staff,Beauty & Spas
comment_8_960,very approachable staff <SEP> positive,"It was clean , smelled good , and the staff was very approachable and accommodating .",staff,Hotels
comment_8_961,very approachable workers <SEP> positive,"Love the workers here , they 're very approachable .",staff,Beauty & Spas
comment_8_962,very attentive & friendly staff <SEP> positive,Staff was very attentive & friendly .,staff,Arts & Entertainment
comment_8_963,very attentive and professional instructor <SEP> positive,Their instructor was very attentive and professional .,staff,Arts & Entertainment
comment_8_964,very attentive and professional staff <SEP> positive,"The staff were very attentive and professional ,   but the hotel itself is a little bit tired .  ",staff,Hotels
comment_8_965,very attentive servers <SEP> positive,The servers are very attentive !,staff,Hotels
comment_8_965,very attentive servers <SEP> positive,"My first visit , the servers were very attentive .",staff,Restaurants
comment_8_966,very attentive service <SEP> positive,"Service is very attentive , they aim to please .",staff,Restaurants
comment_8_967,very attentive staff <SEP> positive,"Drinks range from $ 3 to $ 8 , and the staff was very attentive .",staff,Hotels
comment_8_967,very attentive staff <SEP> positive,Staff is very attentive .,staff,Restaurants
comment_8_968,very attentive stylist <SEP> positive,When I first started going here it was definitely a 4 - 4 . 5 star my stylist was very attentive,staff,Beauty & Spas
comment_8_969,very attentive waitress <SEP> positive,The waitress was very attentive .,staff,Restaurants
comment_8_970,very attentive workers <SEP> positive,"Parents bring their kids , music is being played and the workers are very attentive , the scent of coffee keeps you smiling .",staff,Arts & Entertainment
comment_8_971,very bad service <SEP> negative,but the service is very bad ...,staff,Hotels
comment_8_971,very bad service <SEP> negative,"Very Bad service ... with VIP service , took over an hour and did not even clean good",staff,Automotive
comment_8_972,very cool bartenders <SEP> positive,"Bartenders were very cool ,  ",staff,Arts & Entertainment
comment_8_973,very courteous and accommodating staff <SEP> positive,The staff was very courteous and accommodating .,staff,Hotels
comment_8_974,very courteous and attentive staff <SEP> positive,Staff were very courteous and attentive .,staff,Hotels
comment_8_975,very courteous and polite everyone <SEP> positive,Everyone is very courteous and polite .  ,staff,Beauty & Spas
comment_8_976,very courteous server <SEP> positive,Our server was very courteous and quick thinking even pleasing and impressing the most difficult of customers such as my father .   ,staff,Restaurants
comment_8_977,very courteous shuttle driver <SEP> positive,The shuttle driver Nancy was also very courteous !,staff,Automotive
comment_8_978,very customer service <SEP> negative,I bought a vehicle there and customer service was very unprofessional .,staff,Automotive
comment_8_979,very customer service orientated <SEP> positive,Kevin is the best and is very customer service orientated .,staff,Beauty & Spas
comment_8_980,very efficient financial <SEP> positive,"We had Nathaniel Syme as our financial representative , he was very efficient and did not pressure us to buy all the warranties and upgrades .",staff,Automotive
comment_8_981,very entertaining staff <SEP> positive,They offered us water to keep cool and the staff was very entertaining .,staff,Arts & Entertainment
comment_8_982,very fair services <SEP> positive,The cost for the services received is very fair .,staff,Beauty & Spas
comment_8_983,very friendly & helpful staff <SEP> positive,Staff was very friendly & helpful .  ,staff,Hotels
comment_8_984,very friendly & polite driver <SEP> positive,Super clean truck with AC & a very friendly & polite driver !,staff,Automotive
comment_8_985,very friendly and accommodating everyone <SEP> positive,Everyone is very friendly and accommodating .,staff,Beauty & Spas
comment_8_986,very friendly and accommodating staff <SEP> positive,The staff here was very friendly and accommodating .,staff,Hotels
comment_8_987,very friendly and attentive bunnies <SEP> positive,The bunnies were very friendly and attentive .,staff,Arts & Entertainment
comment_8_988,very friendly and attentive employees <SEP> positive,The employees are very friendly and attentive .,staff,Arts & Entertainment
comment_8_989,very friendly and eager to staff <SEP> positive,Staff seem very friendly and eager to help .,staff,Hotels
comment_8_990,very friendly and easy going staff <SEP> positive,Very friendly and easy going staff .  ,staff,Beauty & Spas
comment_8_991,very friendly and everyone <SEP> positive,Everyone was very friendly and helpful without being pretentious .  ,staff,Hotels
comment_8_992,very friendly and going server <SEP> positive,The server was very friendly and going .  ,staff,Restaurants
comment_8_993,very friendly and helpful staff <SEP> positive,The staff was very friendly and helpful .  ,staff,Hotels
comment_8_993,very friendly and helpful staff <SEP> positive,Staff was very friendly and helpful throughout our service .,staff,Restaurants
comment_8_994,very friendly and helpful wait staff <SEP> positive,Very friendly and helpful wait staff .,staff,Restaurants
comment_8_995,very friendly and helpful- staff <SEP> positive,The staff is very friendly and helpful-,staff,Arts & Entertainment
comment_8_996,very friendly and informative service <SEP> positive,The service was very friendly and informative .,staff,Restaurants
comment_8_997,very friendly and kim <SEP> positive,Kim was very friendly and helpful in the office .,staff,Automotive
comment_8_998,very friendly and knowledgeable staff <SEP> positive,The staff is very friendly and knowledgeable .  ,staff,Automotive
comment_8_999,very friendly and personable sales guy <SEP> positive,Our sales guy Michael was very friendly and personable .,staff,Automotive
comment_8_1000,very friendly and professional staff <SEP> positive,Staff was very friendly and professional .  ,staff,Hotels
comment_8_1000,very friendly and professional staff <SEP> positive,Staff was very friendly and professional !,staff,Restaurants
comment_8_1000,very friendly and professional staff <SEP> positive,The staff was very friendly and professional .,staff,Beauty & Spas
comment_8_1001,very friendly and staff <SEP> positive,The staff is very friendly and helpful if you need something !,staff,Hotels
comment_8_1001,very friendly and staff <SEP> positive,She and the entire staff is very friendly and helpful .  ,staff,Beauty & Spas
comment_8_1002,very friendly and welcoming staff <SEP> positive,The staff is very friendly and welcoming .,staff,Arts & Entertainment
comment_8_1003,very friendly bartender <SEP> positive,"Greeting by the day bartender , Kris , she was very friendly and informative .  ",staff,Restaurants
comment_8_1004,very friendly efficient staff <SEP> positive,"Easy to reach off of the freeway , very friendly efficient staff , and the vans are at your car immediately to load your luggage and head for the airport .",staff,Automotive
comment_8_1005,very friendly employees <SEP> positive,"The employees are for the most part , very friendly and helpful .  ",staff,Hotels
comment_8_1006,very friendly girl <SEP> positive,However the girl that brought our food to us was very friendly .,staff,Restaurants
comment_8_1006,very friendly girl <SEP> positive,The girl working was very friendly and they hold your bags for you while you 're golfing .,staff,Arts & Entertainment
comment_8_1007,very friendly greetings <SEP> positive,We received very friendly greetings from the owner .  ,staff,Beauty & Spas
comment_8_1008,very friendly host <SEP> positive,"Having coffee there now and the host was very friendly and brought fresh carafe of cream and all the sweetener options one could want , with a smile .",staff,Hotels
comment_8_1009,very friendly people <SEP> positive,People are also very friendly .,staff,Restaurants
comment_8_1010,very friendly service <SEP> positive,Service was very friendly !,staff,Restaurants
comment_8_1010,very friendly service <SEP> positive,Very friendly service from entire hotel stuff .,staff,Hotels
comment_8_1010,very friendly service <SEP> positive,The service was very friendly and the price was on average .,staff,Arts & Entertainment
comment_8_1011,very friendly shop <SEP> positive,The atmosphere in the shop is very friendly .  ,staff,Beauty & Spas
comment_8_1012,very friendly staff <SEP> positive,"Very friendly staff , like walking into Cheers where everybody knows your name .",staff,Restaurants
comment_8_1012,very friendly staff <SEP> positive,Very friendly staff and close to where I need to be .,staff,Hotels
comment_8_1012,very friendly staff <SEP> positive,staff was very friendly and I was able to drop my truck off and get out the door within 5 minutes .,staff,Automotive
comment_8_1012,very friendly staff <SEP> positive,James and his wife and staff are very friendly and make you feel right at home during your appointment .  ,staff,Beauty & Spas
comment_8_1012,very friendly staff <SEP> positive,the staff was all very friendly .,staff,Arts & Entertainment
comment_8_1013,very friendly wait staff <SEP> positive,"The wait staff is very friendly , courteous , and helpful",staff,Restaurants
comment_8_1014,very friendly waiters staff <SEP> positive,No waiters Staff very friendly  ,staff,Restaurants
comment_8_1015,very funny waitress <SEP> negative,Waitress was very funny .,staff,Hotels
comment_8_1016,very gentle on technician <SEP> positive,My technician was very gentle on my toe cuticles and really took her time .,staff,Beauty & Spas
comment_8_1017,very genuine and friendly everyone <SEP> positive,Everyone who works there is very genuine and friendly .,staff,Beauty & Spas
comment_8_1018,very good care of server <SEP> positive,Our server Shannon also took very good care of us !,staff,Restaurants
comment_8_1019,very good customer service <SEP> positive,The customer service is very good .,staff,Beauty & Spas
comment_8_1019,very good customer service <SEP> positive,I am giving it three stars because the customer service is very good .,staff,Hotels
comment_8_1020,very good host <SEP> positive,The host we had was very good her name was Julia .  ,staff,Arts & Entertainment
comment_8_1021,very good server <SEP> positive,The server was very good .,staff,Restaurants
comment_8_1022,very good service <SEP> positive,Very good service as well !,staff,Automotive
comment_8_1022,very good service <SEP> positive,The service was very good .  ,staff,Restaurants
comment_8_1022,very good service <SEP> positive,They make nice drinks here and the service is very good .,staff,Arts & Entertainment
comment_8_1023,very good staff <SEP> positive,"Not only are they very nice , the staff are very good with their hands .",staff,Beauty & Spas
comment_8_1024,very good therapists <SEP> positive,"The therapists are very good , especially Helen .",staff,Beauty & Spas
comment_8_1025,very great staff <SEP> positive,Kyle and the rest of the staff were very great !,staff,Automotive
comment_8_1026,very happy customer <SEP> positive,It took approximately 45 minutes and I drove away a very happy customer .,staff,Automotive
comment_8_1026,very happy customer <SEP> positive,I am a Very Happy Customer and definitely plan to come back : ) ) ) ) ),staff,Beauty & Spas
comment_8_1027,very happy service <SEP> positive,"Very happy with the service here , and you will be too .  ",staff,Automotive
comment_8_1027,very happy service <SEP> positive,She gladly brought me both to try and I am glad I asked and was very happy with the service .  ,staff,Restaurants
comment_8_1028,very helpful and accomodating service advisor <SEP> positive,my service advisor - has always been very helpful and accomodating .  ,staff,Automotive
comment_8_1029,very helpful and enthusiastic <SEP> positive,but he was very helpful and enthusiastic .,staff,Arts & Entertainment
comment_8_1030,very helpful and friendly <SEP> positive,And She Was Very Helpful And Friendly !,staff,Beauty & Spas
comment_8_1031,very helpful and professional staff <SEP> positive,The staff is very helpful and professional .,staff,Hotels
comment_8_1032,very helpful and staff <SEP> positive,Staff was very helpful and attentive to extra needs .    ,staff,Hotels
comment_8_1033,very helpful employees <SEP> positive,"The employees are very helpful , they do n't hound you like most car dealerships do .",staff,Automotive
comment_8_1034,very helpful everyone <SEP> positive,Everyone was very helpful and I was in and out in no time .,staff,Automotive
comment_8_1034,very helpful everyone <SEP> positive,Everyone was very helpful and answered all the questions I had .,staff,Beauty & Spas
comment_8_1035,very helpful service <SEP> positive,My service specialist Al Rizzo has always been very helpful and tell me what a REALLY need to fix .  ,staff,Automotive
comment_8_1036,very helpful staff <SEP> positive,The staff is very helpful as soon as you get there .,staff,Hotels
comment_8_1036,very helpful staff <SEP> positive,It was larger than I thought and the staff was very helpful and gave us any answers to questions we asked .,staff,Arts & Entertainment
comment_8_1036,very helpful staff <SEP> positive,The staff is very helpful and do everything to help you out .,staff,Automotive
comment_8_1037,very helpful with server <SEP> positive,"Our server was very helpful with reccommendations and what to order , he did not dossapoint !",staff,Restaurants
comment_8_1038,very honest company <SEP> negative,Very honest company .,staff,Automotive
comment_8_1039,very humble owner <SEP> positive,"Met the owner lance , what a very humble owner making sure all of his customers are satisfied !",staff,Restaurants
comment_8_1040,very infective personalities <SEP> negative,Their happy go lucky personalities are very infective !,staff,Arts & Entertainment
comment_8_1041,very informative check in staff <SEP> positive,Check in staff was very informative and helpful .,staff,Hotels
comment_8_1042,very informative girls <SEP> positive,The girls ar the front are very informative and knowledgeable .  ,staff,Beauty & Spas
comment_8_1043,very informative staff <SEP> positive,very colorful .... staff is very informative ....,staff,Arts & Entertainment
comment_8_1044,very kind people <SEP> positive,But the people in the hotel are very kind .  ,staff,Hotels
comment_8_1045,very kind service <SEP> positive,"While he and my very kind service advisor Wyatt Tolby could not fix my two issues they were very open , honest and tried to help in any other way they could .",staff,Automotive
comment_8_1046,very kind staff <SEP> positive,It 's beautifully kept and the staff is very kind and courteous .  ,staff,Beauty & Spas
comment_8_1047,very knowledgable staff <SEP> positive,The staff was very knowledgable and accommodating with my elderly father who was in a wheelchair .,staff,Restaurants
comment_8_1048,very knowledgeable and friendly staff <SEP> positive,"Staff is very knowledgeable and friendly , giving a special shot out to Archie a. k. a.",staff,Automotive
comment_8_1049,very knowledgeable mechanics <SEP> positive,The mechanics are very knowledgeable and helpful !,staff,Automotive
comment_8_1050,very knowledgeable service <SEP> positive,"From check in to the service men , everyone was very knowledgeable .",staff,Automotive
comment_8_1051,very knowledgeable staff <SEP> positive,All of the staff is very knowledgeable and extremely helpful .,staff,Beauty & Spas
comment_8_1052,very nice and accommodating staff <SEP> positive,All the staff were very nice and accommodating .,staff,Beauty & Spas
comment_8_1053,very nice and friendly owners <SEP> positive,The owners are very nice and friendly .,staff,Arts & Entertainment
comment_8_1054,very nice and friendly people <SEP> positive,People very nice and friendly .,staff,Beauty & Spas
comment_8_1055,very nice and friendly service <SEP> positive,The service was very nice and friendly .,staff,Restaurants
comment_8_1056,very nice and friendly staff <SEP> positive,The staff is very nice and friendly .,staff,Arts & Entertainment
comment_8_1057,very nice and helpful receptionist <SEP> positive,Receptionist was very nice and helpful !,staff,Hotels
comment_8_1058,very nice and helpful staff <SEP> positive,Staff was very nice and helpful .,staff,Hotels
comment_8_1059,very nice and patient waiter <SEP> positive,The waiter was very nice and patient with us and he spoke fluent english ( with a french accent though ) .   ,staff,Restaurants
comment_8_1060,very nice and pleasant owner <SEP> positive,Very nice and pleasant owner and staff .,staff,Beauty & Spas
comment_8_1061,very nice and professional manager <SEP> positive,The manager Stephen was very nice and professional .,staff,Automotive
comment_8_1062,very nice and professional staff <SEP> positive,The staff was very nice and professional .,staff,Hotels
comment_8_1063,very nice and servers <SEP> positive,The servers are very nice and personable and take very good care of you .,staff,Restaurants
comment_8_1064,very nice and staff <SEP> positive,"The staff is very nice and attentive , including taking take - out orders over the phone .",staff,Restaurants
comment_8_1064,very nice and staff <SEP> positive,The staff was also very nice and personable .,staff,Automotive
comment_8_1065,very nice bartender <SEP> positive,The bartender was very nice as well .   ,staff,Arts & Entertainment
comment_8_1066,very nice employees <SEP> positive,The employees are very nice ! !,staff,Hotels
comment_8_1067,very nice everyone <SEP> positive,Everyone was very nice and helpful about the mix up .  ,staff,Hotels
comment_8_1067,very nice everyone <SEP> positive,everyone 's very nice !,staff,Beauty & Spas
comment_8_1068,very nice folks <SEP> positive,Very nice folks .  ,staff,Beauty & Spas
comment_8_1069,very nice general manager <SEP> positive,Cesar the general manager was very nice & honest,staff,Automotive
comment_8_1070,very nice helpful <SEP> positive,Very nice helpful and happy to get the job done short notice !,staff,Beauty & Spas
comment_8_1071,very nice hotel staffs <SEP> positive,Hotel staffs were very nice from Front Desk to Room Attendants .,staff,Hotels
comment_8_1072,very nice manager <SEP> positive,"The manager Chris was very nice , checked in on us twice .",staff,Restaurants
comment_8_1073,very nice owner <SEP> positive,"Very professional and the owner , Sam was very nice too .",staff,Beauty & Spas
comment_8_1073,very nice owner <SEP> positive,the owner is very nice ...,staff,Restaurants
comment_8_1074,very nice people <SEP> positive,The people were also very nice .,staff,Beauty & Spas
comment_8_1075,very nice sales person <SEP> positive,My sales person Justin was very nice .,staff,Automotive
comment_8_1076,very nice service <SEP> positive,* * * * * Very nice Service,staff,Restaurants
comment_8_1077,very nice staff <SEP> positive,Very nice staff .,staff,Hotels
comment_8_1077,very nice staff <SEP> positive,The staff was also very nice even while they were busy .,staff,Restaurants
comment_8_1077,very nice staff <SEP> positive,Very nice staff !,staff,Arts & Entertainment
comment_8_1077,very nice staff <SEP> positive,They have a very nice staff .,staff,Beauty & Spas
comment_8_1078,very nice technicians <SEP> positive,Very nice technicians .,staff,Beauty & Spas
comment_8_1079,very nice though girls <SEP> positive,Girls at the counter were very nice though .,staff,Restaurants
comment_8_1080,very nice ushers <SEP> positive,The ushers were also very nice as were the fans .   ,staff,Arts & Entertainment
comment_8_1081,very over priced service <SEP> negative,I felt the service I received at the competing dealership was very over priced  ,staff,Automotive
comment_8_1082,very patient kids <SEP> positive,Very patient with the kids .,staff,Beauty & Spas
comment_8_1083,very patient staff <SEP> positive,Not to many crashes but the staff was very patient with the young ones and kept it safe and fun .,staff,Arts & Entertainment
comment_8_1084,very people <SEP> negative,The people are very very nice except the one lady in the front :(,staff,Restaurants
comment_8_1085,very persistent sales rep <SEP> negative,"The sales rep was very persistent even after we told her no , no , no from the minute we sat down .",staff,Hotels
comment_8_1086,very personable servers <SEP> positive,Bartenders and servers are very personable .,staff,Restaurants
comment_8_1087,very personable staff <SEP> positive,The staff is very personable and treat every one with the utmost of importance .,staff,Restaurants
comment_8_1087,very personable staff <SEP> positive,Jerry was so nice and the rest of the staff were very personable .,staff,Beauty & Spas
comment_8_1088,very pleasant and attentive server <SEP> positive,Our server was very pleasant and attentive .  ,staff,Restaurants
comment_8_1089,very pleasant and friendly staff <SEP> positive,The staff is very pleasant and friendly and they need to be since the place is just about a dump .,staff,Hotels
comment_8_1090,very pleasant and helpful hotel staff <SEP> positive,Hotel staff was very pleasant and helpful .,staff,Hotels
comment_8_1091,very pleasant and nice everyone <SEP> positive,Everyone was so very pleasant and nice .  ,staff,Automotive
comment_8_1092,very pleasant lady <SEP> positive,It was just fine and the lady who did her hair was very pleasant .,staff,Beauty & Spas
comment_8_1093,very pleasant service <SEP> positive,"Both times , the service was very pleasant .",staff,Beauty & Spas
comment_8_1094,very pleasant staff <SEP> positive,The staff were all very pleasant .,staff,Hotels
comment_8_1094,very pleasant staff <SEP> positive,The owner and staff were very pleasant and took the time to explain all the dishes we inquired about .,staff,Restaurants
comment_8_1095,very pleasant staffs <SEP> positive,"The staffs were very pleasant especially the lady who did the massage ( sorry , forgot her name but starts with J. I think ) .",staff,Beauty & Spas
comment_8_1096,very pleased service <SEP> positive,Very pleased with the service .,staff,Automotive
comment_8_1097,very polite front door guy <SEP> positive,"Per usual , the front door guy was very polite and courteous .  ",staff,Automotive
comment_8_1098,very polite staff <SEP> positive,the staff is very polite and works hard .  ,staff,Arts & Entertainment
comment_8_1098,very polite staff <SEP> positive,"It was very clean , the staff was very polite but most important",staff,Beauty & Spas
comment_8_1099,very poor service department <SEP> negative,The service department at Henderson BMW is very poor .,staff,Automotive
comment_8_1100,very professional <SEP> positive,Very professional very clean great atmosphere !  ,staff,Beauty & Spas
comment_8_1101,very professional and friendly employees <SEP> positive,The employees were all very professional and friendly .,staff,Beauty & Spas
comment_8_1102,very professional and helpful staff <SEP> positive,The staff is very professional and helpful .,staff,Hotels
comment_8_1102,very professional and helpful staff <SEP> positive,Staff were very professional and helpful .,staff,Arts & Entertainment
comment_8_1103,very professional employees <SEP> positive,If all the other sales people are as professional Mr. Moreno the Auto Nation has some very professional employees .,staff,Automotive
comment_8_1103,very professional employees <SEP> positive,Employees are very professional and customer based .,staff,Beauty & Spas
comment_8_1104,very professional manner <SEP> positive,His knowledge and manner was very professional .  ,staff,Automotive
comment_8_1105,very professional mecanics <SEP> positive,Mark got me a great deal and his mecanics were very professional working on my car,staff,Automotive
comment_8_1106,very professional service <SEP> positive,Caise gave us top notch service and was very professional and checked in on us several times during our six night stay .,staff,Hotels
comment_8_1106,very professional service <SEP> positive,We were not disappointed with the main entrees or appetizers and the service was very professional .,staff,Restaurants
comment_8_1107,very professional staff <SEP> positive,The staff are very professional and know what they are doing .,staff,Hotels
comment_8_1108,very professionally run spa <SEP> negative,This spa is very professionally run .  ,staff,Beauty & Spas
comment_8_1109,very prompt & friendly service <SEP> positive,Service was very prompt & friendly .,staff,Beauty & Spas
comment_8_1110,very respectful patrons <SEP> positive,All the patrons were very respectful and did not crowd together which was very nice .,staff,Arts & Entertainment
comment_8_1111,very satisfied customer <SEP> positive,I am a very satisfied customer .,staff,Automotive
comment_8_1112,very shop <SEP> positive,The shop is very clean and professional but also trendy and cute .,staff,Beauty & Spas
